,k,q_squared,x_b,t,phi,sigma,sigma_stat_plus,ReH,ReE,ReHt,dvcs
37,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,202.5,0.0289779640734195,0.0020399999339133,-1.23275459944091,-0.31,-0.3427865803792093,0.0128291665507456
38,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,217.5,0.0303310453891754,0.0020399999339133,-1.23275459944091,-0.31,-0.3427865803792093,0.0128291665507456
39,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,232.5,0.0324831008911132,0.0021599999163299,-1.23275459944091,-0.31,-0.3427865803792093,0.0128291665507456
40,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,247.5,0.035582460463047,0.0024000001139938,-1.23275459944091,-0.31,-0.3427865803792093,0.0128291665507456
41,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,262.5,0.0398182645440101,0.0025200000964105,-1.23275459944091,-0.31,-0.3427865803792093,0.0128291665507456
42,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,277.5,0.0453842654824256,0.0027600000612437,-1.23275459944091,-0.31,-0.3427865803792093,0.0128291665507456
43,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,292.5,0.0523844249546527,0.0031200000084936,-1.23275459944091,-0.31,-0.3427865803792093,0.0128291665507456
44,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,307.5,0.0606410279870033,0.0033599999733269,-1.23275459944091,-0.31,-0.3427865803792093,0.0128291665507456
45,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,322.5,0.069407619535923,0.0038399999029934,-1.23275459944091,-0.31,-0.3427865803792093,0.0128291665507456
46,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,337.5,0.0771515667438507,0.0045599997974932,-1.23275459944091,-0.31,-0.3427865803792093,0.0128291665507456
47,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,352.5,0.081813633441925,0.005040000192821,-1.23275459944091,-0.31,-0.3427865803792093,0.0128291665507456
48,5.75,1.96399998664856,0.375,-0.277999997138977,7.5,0.0718463286757469,0.0067199999466538,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
49,5.75,1.96399998664856,0.375,-0.277999997138977,22.5,0.066424936056137,0.0054000001400709,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
50,5.75,1.96399998664856,0.375,-0.277999997138977,37.5,0.0579113438725471,0.0045599997974932,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
51,5.75,1.96399998664856,0.375,-0.277999997138977,52.5,0.0489628575742244,0.0038399999029934,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
52,5.75,1.96399998664856,0.375,-0.277999997138977,67.5,0.0411540418863296,0.0033599999733269,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
53,5.75,1.96399998664856,0.375,-0.277999997138977,82.5,0.0349726304411888,0.003000000026077,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
54,5.75,1.96399998664856,0.375,-0.277999997138977,97.5,0.0303301159292459,0.0026400000788271,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
55,5.75,1.96399998664856,0.375,-0.277999997138977,112.5,0.0269525125622749,0.0025200000964105,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
56,5.75,1.96399998664856,0.375,-0.277999997138977,127.5,0.0245637074112892,0.0021599999163299,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
57,5.75,1.96399998664856,0.375,-0.277999997138977,142.5,0.022945174947381,0.0020399999339133,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
58,5.75,1.96399998664856,0.375,-0.277999997138977,157.5,0.0219441000372171,0.0020399999339133,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
59,5.75,1.96399998664856,0.375,-0.277999997138977,172.5,0.0214659571647644,0.0020399999339133,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
60,5.75,1.96399998664856,0.375,-0.277999997138977,187.5,0.0214659553021192,0.0020399999339133,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
61,5.75,1.96399998664856,0.375,-0.277999997138977,202.5,0.0219441000372171,0.0019199999514967,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
62,5.75,1.96399998664856,0.375,-0.277999997138977,217.5,0.0229451730847358,0.0021599999163299,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
63,5.75,1.96399998664856,0.375,-0.277999997138977,232.5,0.0245637036859989,0.0022799998987466,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
64,5.75,1.96399998664856,0.375,-0.277999997138977,247.5,0.0269525051116943,0.0026400000788271,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
65,5.75,1.96399998664856,0.375,-0.277999997138977,262.5,0.0303301103413105,0.0027600000612437,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
66,5.75,1.96399998664856,0.375,-0.277999997138977,277.5,0.0349726192653179,0.0028800000436604,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
67,5.75,1.96399998664856,0.375,-0.277999997138977,292.5,0.0411540418863296,0.0032399999909102,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
68,5.75,1.96399998664856,0.375,-0.277999997138977,307.5,0.0489628575742244,0.0037199999205768,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
69,5.75,1.96399998664856,0.375,-0.277999997138977,322.5,0.0579113103449344,0.0041999998502433,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
70,5.75,1.96399998664856,0.375,-0.277999997138977,337.5,0.066424936056137,0.0054000001400709,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
71,5.75,1.96399998664856,0.375,-0.277999997138977,352.5,0.0718463361263275,0.0063599999994039,-1.3088749980099972,-0.31,-0.3053255767072373,0.0103730110094021
72,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,7.5,0.0648829042911529,0.009239999577403,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
73,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,22.5,0.058620098978281,0.0075599998235702,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
74,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,37.5,0.049354925751686,0.0054000001400709,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
75,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,52.5,0.0403150506317615,0.0045599997974932,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
76,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,67.5,0.0329717546701431,0.0037199999205768,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
77,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,82.5,0.0275002121925354,0.0033599999733269,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
78,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,97.5,0.0235821679234504,0.0028800000436604,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
79,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,112.5,0.0208324678242206,0.0025200000964105,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
80,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,127.5,0.0189382173120975,0.0024000001139938,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
81,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,142.5,0.0176782421767711,0.0022799998987466,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
82,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,157.5,0.0169083196669816,0.0025200000964105,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
83,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,172.5,0.0165430884808301,0.0024000001139938,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
84,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,187.5,0.0165430903434753,0.0025200000964105,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
85,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,202.5,0.0169083159416914,0.0025200000964105,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
86,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,217.5,0.017678240314126,0.0025200000964105,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
87,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,232.5,0.0189382173120975,0.0025200000964105,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
88,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,247.5,0.0208324659615755,0.0028800000436604,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
89,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,262.5,0.0235821586102247,0.003000000026077,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
90,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,277.5,0.0275002047419548,0.0032399999909102,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
91,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,292.5,0.0329717546701431,0.0037199999205768,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
92,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,307.5,0.0403150506317615,0.0045599997974932,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
93,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,322.5,0.049354899674654,0.0056400001049041,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
94,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,337.5,0.058620098978281,0.0075599998235702,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
95,5.75,1.9859999418258667,0.3790000081062317,-0.3230000138282776,352.5,0.0648828893899917,0.0087599996477365,-1.3514170587709742,-0.31,-0.2683877873885285,0.0081500216421951
96,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,7.5,0.0598993226885795,0.0141599997878074,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
97,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,22.5,0.0524751245975494,0.0104400003328919,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
98,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,37.5,0.0422468036413192,0.0068399999290704,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
99,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,52.5,0.0330666713416576,0.0054000001400709,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
100,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,67.5,0.0261491201817989,0.0044399998150765,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
101,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,82.5,0.0212943106889724,0.0034799999557435,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
102,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,97.5,0.0179710313677787,0.0033599999733269,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
103,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,112.5,0.0157141983509063,0.0031200000084936,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
104,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,127.5,0.0141955101862549,0.0028800000436604,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
105,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,142.5,0.0132015505805611,0.0028800000436604,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
106,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,157.5,0.0126005364581942,0.0032399999909102,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
107,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,172.5,0.0123171145096421,0.0038399999029934,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
108,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,187.5,0.0123171154409646,0.0038399999029934,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
109,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,202.5,0.0126005364581942,0.0034799999557435,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
110,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,217.5,0.0132015515118837,0.0031200000084936,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
111,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,232.5,0.0141955092549324,0.0026400000788271,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
112,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,247.5,0.0157141964882612,0.0031200000084936,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
113,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,262.5,0.0179710276424884,0.0031200000084936,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
114,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,277.5,0.021294305101037,0.0034799999557435,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
115,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,292.5,0.0261491201817989,0.0041999998502433,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
116,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,307.5,0.0330666713416576,0.0049200002104043,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
117,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,322.5,0.0422468036413192,0.0068399999290704,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
118,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,337.5,0.0524751171469688,0.0098400004208087,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
119,5.75,1.9989999532699585,0.3810000121593475,-0.3709999918937683,352.5,0.0598993226885795,0.0139199998229742,-1.3703989508628347,-0.31,-0.2283386338881854,0.0058632111103834
120,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,7.5,0.1201995089650154,0.0043199998326599,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
121,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,22.5,0.1154056340456008,0.0043199998326599,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
122,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,37.5,0.1069981753826141,0.0040799998678267,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
123,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,52.5,0.0967260152101516,0.0038399999029934,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
124,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,67.5,0.0861987546086311,0.0034799999557435,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
125,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,82.5,0.0765115097165107,0.0033599999733269,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
126,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,97.5,0.0682253837585449,0.003000000026077,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
127,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,112.5,0.061521578580141,0.0027600000612437,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
128,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,127.5,0.0563718564808368,0.0026400000788271,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
129,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,142.5,0.0526632033288478,0.0025200000964105,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
130,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,157.5,0.0502719692885875,0.0024000001139938,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
131,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,172.5,0.0491019636392593,0.0024000001139938,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
132,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,187.5,0.0491019636392593,0.0022799998987466,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
133,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,202.5,0.0502719692885875,0.0022799998987466,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
134,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,217.5,0.0526631996035575,0.0025200000964105,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
135,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,232.5,0.0563718564808368,0.0026400000788271,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
136,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,247.5,0.0615215748548507,0.0027600000612437,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
137,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,262.5,0.0682253688573837,0.003000000026077,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
138,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,277.5,0.0765114724636077,0.0032399999909102,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
139,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,292.5,0.0861987546086311,0.0034799999557435,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
140,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,307.5,0.0967260152101516,0.0037199999205768,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
141,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,322.5,0.1069981753826141,0.00395999988541,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
142,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,337.5,0.1154056116938591,0.0041999998502433,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
143,5.75,2.2179999351501465,0.3449999988079071,-0.1759999990463256,352.5,0.120199516415596,0.0043199998326599,-1.0096562170544845,-0.31,-0.3925214206161509,0.0173632276442791
144,5.75,2.318000078201294,0.3630000054836273,-0.2319999933242797,7.5,0.0928024500608444,0.0041999998502433,-1.1823584772694655,-0.31,-0.3442764679771138,0.0132389452583582
145,5.75,2.318000078201294,0.3630000054836273,-0.2319999933242797,22.5,0.0873943716287612,0.00395999988541,-1.1823584772694655,-0.31,-0.3442764679771138,0.0132389452583582
146,5.75,2.318000078201294,0.3630000054836273,-0.2319999933242797,37.5,0.0784534662961959,0.0035999999381601,-1.1823584772694655,-0.31,-0.3442764679771138,0.0132389452583582
147,5.75,2.318000078201294,0.3630000054836273,-0.2319999933242797,52.5,0.0683899372816085,0.0032399999909102,-1.1823584772694655,-0.31,-0.3442764679771138,0.0132389452583582
148,5.75,2.318000078201294,0.3630000054836273,-0.2319999933242797,67.5,0.0589610300958156,0.0028800000436604,-1.1823584772694655,-0.31,-0.3442764679771138,0.0132389452583582
149,5.75,2.318000078201294,0.3630000054836273,-0.2319999933242797,82.5,0.0509985573589801,0.0026400000788271,-1.1823584772694655,-0.31,-0.3442764679771138,0.0132389452583582
150,5.75,2.318000078201294,0.3630000054836273,-0.2319999933242797,97.5,0.0446846634149551,0.0024000001139938,-1.1823584772694655,-0.31,-0.3442764679771138,0.0132389452583582
151,5.75,2.318000078201294,0.3630000054836273,-0.2319999933242797,112.5,0.0398886576294899,0.0021599999163299,-1.1823584772694655,-0.31,-0.3442764679771138,0.0132389452583582
152,5.75,2.318000078201294,0.3630000054836273,-0.2319999933242797,127.5,0.0363841280341148,0.0020399999339133,-1.1823584772694655,-0.31,-0.3442764679771138,0.0132389452583582
153,5.75,2.318000078201294,0.3630000054836273,-0.2319999933242797,142.5,0.0339532569050788,0.0019199999514967,-1.1823584772694655,-0.31,-0.3442764679771138,0.0132389452583582
154,5.75,2.318000078201294,0.3630000054836273,-0.2319999933242797,157.5,0.0324260666966438,0.0019199999514967,-1.1823584772694655,-0.31,-0.3442764679771138,0.0132389452583582
155,5.75,2.318000078201294,0.3630000054836273,-0.2319999933242797,172.5,0.0316901244223117,0.00179999996908,-1.1823584772694655,-0.31,-0.3442764679771138,0.0132389452583582
156,5.75,2.318000078201294,0.3630000054836273,-0.2319999933242797,187.5,0.0316901244223117,0.00179999996908,-1.1823584772694655,-0.31,-0.3442764679771138,0.0132389452583582
