bin,k,q_squared,t,x_b,w,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,cos_theta*gamma_gamma (fb/(MeV sr2)),D5_sigma,D5_sigma_stat_plus,D5_sigma_stat_minus,D5_sigma_sys_plus,D5_sigma_sys_minus,link
,,1,,,1.05,75,,,,,,-0.65,183,29,29,8,8,
,,1,,,1.07,75,,,,,,-0.65,153,24,24,9,9,
,,1,,,1.09,75,,,,,,-0.65,139,21,21,5,5,
,,1,,,1.11,75,,,,,,-0.65,113,17,17,5,5,
,,1,,,1.13,75,,,,,,-0.65,102,15,15,5,5,
,,1,,,1.15,75,,,,,,-0.65,95,15,15,10,10,
,,1,,,1.17,75,,,,,,-0.65,168,20,20,5,5,
,,1,,,1.19,75,,,,,,-0.65,153,18,18,14,14,
,,1,,,1.21,75,,,,,,-0.65,132,17,17,10,10,
,,1,,,1.23,75,,,,,,-0.65,76,13,13,12,12,
,,1,,,1.25,75,,,,,,-0.65,103,15,15,15,15,
,,1,,,1.27,75,,,,,,-0.65,79,15,15,15,15,
,,1,,,1.29,75,,,,,,-0.65,69,13,13,14,14,
,,1,,,1.31,75,,,,,,-0.65,42,10,10,15,15,
,,1,,,1.33,75,,,,,,-0.65,65,11,11,3,3,
,,1,,,1.35,75,,,,,,-0.65,29,7,7,16,16,
,,1,,,1.37,75,,,,,,-0.65,43,8,8,25,25,
,,1,,,1.39,75,,,,,,-0.65,45,10,10,23,23,
,,1,,,1.41,75,,,,,,-0.65,36,11,11,18,18,
,,1,,,1.43,75,,,,,,-0.65,452,90,90,38,38,
,,1,,,0.99,105,,,,,,-0.65,286,46,46,17,17,
,,1,,,1.01,105,,,,,,-0.65,195,28,28,16,16,
,,1,,,1.03,105,,,,,,-0.65,211,27,27,16,16,
,,1,,,1.05,105,,,,,,-0.65,161,21,21,10,10,
,,1,,,1.07,105,,,,,,-0.65,169,20,20,9,9,
,,1,,,1.09,105,,,,,,-0.65,108,15,15,7,7,
,,1,,,1.11,105,,,,,,-0.65,123,18,18,7,7,
,,1,,,1.13,105,,,,,,-0.65,125,20,20,11,11,
,,1,,,1.15,105,,,,,,-0.65,135,21,21,15,15,
,,1,,,1.17,105,,,,,,-0.65,152,22,22,27,27,
,,1,,,1.19,105,,,,,,-0.65,125,21,21,17,17,
,,1,,,1.21,105,,,,,,-0.65,87,21,21,10,10,
,,1,,,1.23,105,,,,,,-0.65,50,15,15,59,59,
,,1,,,1.25,105,,,,,,-0.65,85,16,16,73,73,
,,1,,,1.27,105,,,,,,-0.65,43,10,10,12,12,
,,1,,,1.29,105,,,,,,-0.65,68,14,14,32,32,
,,1,,,1.31,105,,,,,,-0.65,54,15,15,42,42,
,,1,,,1.33,105,,,,,,-0.65,,,,,,
,,1,,,1.35,105,,,,,,-0.65,,,,,,
,,1,,,1.37,105,,,,,,-0.65,,,,,,
,,1,,,1.39,105,,,,,,-0.65,,,,,,
,,1,,,1.41,105,,,,,,-0.65,,,,,,
,,1,,,1.43,105,,,,,,-0.65,454,64,64,23,23,
,,1,,,0.99,135,,,,,,-0.65,213,30,30,16,16,
,,1,,,1.01,135,,,,,,-0.65,234,27,27,12,12,
,,1,,,1.03,135,,,,,,-0.65,167,22,22,14,14,
,,1,,,1.05,135,,,,,,-0.65,140,18,18,11,11,
,,1,,,1.07,135,,,,,,-0.65,139,19,19,10,10,
,,1,,,1.09,135,,,,,,-0.65,152,26,26,41,41,
,,1,,,1.11,135,,,,,,-0.65,,,,,,
,,1,,,1.13,135,,,,,,-0.65,128,27,27,169,169,
,,1,,,1.15,135,,,,,,-0.65,,,,,,
,,1,,,1.17,135,,,,,,-0.65,,,,,,
,,1,,,1.19,135,,,,,,-0.65,,,,,,
,,1,,,1.21,135,,,,,,-0.65,,,,,,
,,1,,,1.23,135,,,,,,-0.65,,,,,,
,,1,,,1.25,135,,,,,,-0.65,,,,,,
,,1,,,1.27,135,,,,,,-0.65,,,,,,
,,1,,,1.29,135,,,,,,-0.65,,,,,,
,,1,,,1.31,135,,,,,,-0.65,,,,,,
,,1,,,1.33,135,,,,,,-0.65,,,,,,
,,1,,,1.35,135,,,,,,-0.65,,,,,,
,,1,,,1.37,135,,,,,,-0.65,,,,,,
,,1,,,1.39,135,,,,,,-0.65,,,,,,
,,1,,,1.41,135,,,,,,-0.65,,,,,,
,,1,,,1.43,135,,,,,,-0.65,340,49,49,26,26,
,,1,,,0.99,165,,,,,,-0.65,274,31,31,17,17,
,,1,,,1.01,165,,,,,,-0.65,205,25,25,11,11,
,,1,,,1.03,165,,,,,,-0.65,173,22,22,9,9,
,,1,,,1.05,165,,,,,,-0.65,142,19,19,20,20,
,,1,,,1.07,165,,,,,,-0.65,97,21,21,101,101,
,,1,,,1.09,165,,,,,,-0.65,,,,,,
,,1,,,1.11,165,,,,,,-0.65,,,,,,
,,1,,,1.13,165,,,,,,-0.65,,,,,,
,,1,,,1.15,165,,,,,,-0.65,,,,,,
,,1,,,1.17,165,,,,,,-0.65,,,,,,
,,1,,,1.19,165,,,,,,-0.65,,,,,,
,,1,,,1.21,165,,,,,,-0.65,,,,,,
,,1,,,1.23,165,,,,,,-0.65,,,,,,
,,1,,,1.25,165,,,,,,-0.65,,,,,,
,,1,,,1.27,165,,,,,,-0.65,,,,,,
,,1,,,1.29,165,,,,,,-0.65,,,,,,
,,1,,,1.31,165,,,,,,-0.65,,,,,,
,,1,,,1.33,165,,,,,,-0.65,,,,,,
,,1,,,1.35,165,,,,,,-0.65,,,,,,
,,1,,,1.37,165,,,,,,-0.65,,,,,,
,,1,,,1.39,165,,,,,,-0.65,,,,,,
,,1,,,1.41,165,,,,,,-0.65,,,,,,
,,1,,,1.43,165,,,,,,-0.65,,,,,,
