bin,k,q_squared,t,x_b,w,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,cos_theta*gamma_gamma (fb/(MeV sr2)),D5_sigma,D5_sigma_stat_plus,D5_sigma_stat_minus,D5_sigma_sys_plus,D5_sigma_sys_minus,link
,,1,,,1.51,75,,,,,,-0.875,57,10,10,5,5,
,,1,,,1.53,75,,,,,,-0.875,53,10,10,3,3,
,,1,,,1.55,75,,,,,,-0.875,45.2,8.4,8.4,2.6,2.6,
,,1,,,1.57,75,,,,,,-0.875,36.7,7.8,7.8,6.8,6.8,
,,1,,,1.59,75,,,,,,-0.875,22.1,6.7,6.7,3.6,3.6,
,,1,,,1.61,75,,,,,,-0.875,28.4,7.4,7.4,3.3,3.3,
,,1,,,1.63,75,,,,,,-0.875,47.3,9.1,9.1,4.3,4.3,
,,1,,,1.65,75,,,,,,-0.875,48.9,9.7,9.7,6,6,
,,1,,,1.67,75,,,,,,-0.875,18.1,7.4,7.4,7.1,7.1,
,,1,,,1.69,75,,,,,,-0.875,12.6,9.1,9.1,9.4,9.4,
,,1,,,0.99,105,,,,,,-0.875,459,107,107,63,63,
,,1,,,1.01,105,,,,,,-0.875,342,54,54,30,30,
,,1,,,1.03,105,,,,,,-0.875,224,34,34,17,17,
,,1,,,1.05,105,,,,,,-0.875,197,28,28,14,14,
,,1,,,1.07,105,,,,,,-0.875,154,22,22,12,12,
,,1,,,1.09,105,,,,,,-0.875,96,16,16,40,40,
,,1,,,1.11,105,,,,,,-0.875,134,18,18,10,10,
,,1,,,1.13,105,,,,,,-0.875,114,17,17,4,4,
,,1,,,1.15,105,,,,,,-0.875,99,18,18,18,18,
,,1,,,1.17,105,,,,,,-0.875,107,18,18,11,11,
,,1,,,1.19,105,,,,,,-0.875,126,18,18,12,12,
,,1,,,1.21,105,,,,,,-0.875,183,21,21,11,11,
,,1,,,1.23,105,,,,,,-0.875,133,20,20,12,12,
,,1,,,1.25,105,,,,,,-0.875,68,14,14,8,8,
,,1,,,1.27,105,,,,,,-0.875,71,11,11,6,6,
,,1,,,1.29,105,,,,,,-0.875,70,9.4,9.4,4.7,4.7,
,,1,,,1.31,105,,,,,,-0.875,58.3,8.8,8.8,3.7,3.7,
,,1,,,1.33,105,,,,,,-0.875,39.8,8.8,8.8,2.7,2.7,
,,1,,,1.35,105,,,,,,-0.875,43,11,11,10,10,
,,1,,,1.37,105,,,,,,-0.875,38,12,12,4,4,
,,1,,,1.39,105,,,,,,-0.875,31,10,10,6,6,
,,1,,,1.41,105,,,,,,-0.875,18,9.1,9.1,4.1,4.1,
,,1,,,1.43,105,,,,,,-0.875,25,11,11,6,6,
,,1,,,1.45,105,,,,,,-0.875,11,8,8,10,10,
,,1,,,1.47,105,,,,,,-0.875,49,12,12,9,9,
,,1,,,1.49,105,,,,,,-0.875,70,14,14,8,8,
,,1,,,1.51,105,,,,,,-0.875,50,12,12,16,16,
,,1,,,1.53,105,,,,,,-0.875,37,10,10,12,12,
,,1,,,1.55,105,,,,,,-0.875,42,10,10,6,6,
,,1,,,1.57,105,,,,,,-0.875,59,12,12,5,5,
,,1,,,1.59,105,,,,,,-0.875,37,12,12,4,4,
,,1,,,1.61,105,,,,,,-0.875,30,11,11,3,3,
,,1,,,1.63,105,,,,,,-0.875,32,12,12,6,6,
,,1,,,1.65,105,,,,,,-0.875,27,14,14,5,5,
,,1,,,1.67,105,,,,,,-0.875,47,13,13,15,15,
,,1,,,1.69,105,,,,,,-0.875,,,,,,
,,1,,,0.99,135,,,,,,-0.875,453,78,78,46,46,
,,1,,,1.01,135,,,,,,-0.875,361,47,47,42,42,
,,1,,,1.03,135,,,,,,-0.875,280,34,34,20,20,
,,1,,,1.05,135,,,,,,-0.875,144,22,22,18,18,
,,1,,,1.07,135,,,,,,-0.875,134,19,19,6,6,
,,1,,,1.09,135,,,,,,-0.875,124,17,17,14,14,
,,1,,,1.11,135,,,,,,-0.875,129,21,21,13,13,
,,1,,,1.13,135,,,,,,-0.875,78,19,19,16,16,
,,1,,,1.15,135,,,,,,-0.875,98,22,22,13,13,
,,1,,,1.17,135,,,,,,-0.875,118,22,22,14,14,
,,1,,,1.19,135,,,,,,-0.875,145,29,29,18,18,
,,1,,,1.21,135,,,,,,-0.875,177,51,51,18,18,
,,1,,,1.23,135,,,,,,-0.875,130,24,24,42,42,
,,1,,,1.25,135,,,,,,-0.875,88,14,14,14,14,
,,1,,,1.27,135,,,,,,-0.875,58,12,12,7,7,
,,1,,,1.29,135,,,,,,-0.875,58,19,19,7,7,
,,1,,,1.31,135,,,,,,-0.875,,,,,,
,,1,,,1.33,135,,,,,,-0.875,,,,,,
,,1,,,1.35,135,,,,,,-0.875,52,19,19,22,22,
,,1,,,1.37,135,,,,,,-0.875,24,18,18,7,7,
,,1,,,1.39,135,,,,,,-0.875,,,,,,
,,1,,,1.41,135,,,,,,-0.875,69,37,37,8,8,
,,1,,,1.43,135,,,,,,-0.875,48,21,21,12,12,
,,1,,,1.45,135,,,,,,-0.875,,,,,,
,,1,,,1.47,135,,,,,,-0.875,,,,,,
,,1,,,1.49,135,,,,,,-0.875,,,,,,
,,1,,,1.51,135,,,,,,-0.875,,,,,,
,,1,,,1.53,135,,,,,,-0.875,,,,,,
,,1,,,1.55,135,,,,,,-0.875,,,,,,
,,1,,,1.57,135,,,,,,-0.875,,,,,,
,,1,,,1.59,135,,,,,,-0.875,,,,,,
,,1,,,1.61,135,,,,,,-0.875,,,,,,
,,1,,,1.63,135,,,,,,-0.875,,,,,,
,,1,,,1.65,135,,,,,,-0.875,,,,,,
,,1,,,1.67,135,,,,,,-0.875,,,,,,
,,1,,,1.69,135,,,,,,-0.875,,,,,,
,,1,,,0.99,165,,,,,,-0.875,478,72,72,39,39,
,,1,,,1.01,165,,,,,,-0.875,291,37,37,28,28,
,,1,,,1.03,165,,,,,,-0.875,283,32,32,22,22,
,,1,,,1.05,165,,,,,,-0.875,141,21,21,11,11,
,,1,,,1.07,165,,,,,,-0.875,157,20,20,14,14,
,,1,,,1.09,165,,,,,,-0.875,121,19,19,11,11,
,,1,,,1.11,165,,,,,,-0.875,81,20,20,45,45,
,,1,,,1.13,165,,,,,,-0.875,105,30,30,11,11,
,,1,,,1.15,165,,,,,,-0.875,116,25,25,10,10,
,,1,,,1.17,165,,,,,,-0.875,106,30,30,14,14,
,,1,,,1.19,165,,,,,,-0.875,272,122,122,90,90,
,,1,,,1.21,165,,,,,,-0.875,217,70,70,46,46,
,,1,,,1.23,165,,,,,,-0.875,68,19,19,28,28,
,,1,,,1.25,165,,,,,,-0.875,81,21,21,8,8,
,,1,,,1.27,165,,,,,,-0.875,,,,,,
,,1,,,1.29,165,,,,,,-0.875,,,,,,
,,1,,,1.31,165,,,,,,-0.875,,,,,,
,,1,,,1.33,165,,,,,,-0.875,,,,,,
,,1,,,1.35,165,,,,,,-0.875,,,,,,
,,1,,,1.37,165,,,,,,-0.875,,,,,,
,,1,,,1.39,165,,,,,,-0.875,,,,,,
,,1,,,1.41,165,,,,,,-0.875,,,,,,
,,1,,,1.43,165,,,,,,-0.875,,,,,,
,,1,,,1.45,165,,,,,,-0.875,,,,,,
,,1,,,1.47,165,,,,,,-0.875,,,,,,
,,1,,,1.49,165,,,,,,-0.875,,,,,,
,,1,,,1.51,165,,,,,,-0.875,,,,,,
,,1,,,1.53,165,,,,,,-0.875,,,,,,
,,1,,,1.55,165,,,,,,-0.875,,,,,,
,,1,,,1.57,165,,,,,,-0.875,,,,,,
,,1,,,1.59,165,,,,,,-0.875,,,,,,
,,1,,,1.61,165,,,,,,-0.875,,,,,,
,,1,,,1.63,165,,,,,,-0.875,,,,,,
,,1,,,1.65,165,,,,,,-0.875,,,,,,
,,1,,,1.67,165,,,,,,-0.875,,,,,,
,,1,,,1.69,165,,,,,,-0.875,,,,,,
